oldAC,occurrence,source,heading,shape,explicitRefs,chosenOldUS,decision,reason,status,oldACExcerpt,chosenUSSource,chosenUSExcerpt
"AC-0017-0011","1","spec-0017/03_Acceptance-Criteria.md:122","# AC-0017-0011: The pin bump owner is named in a durable repository artifact","gherkin_textual","US-0017-0002","US-0017-0002","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:122 declares US-0017-0002 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0002 # Source: discussion-20260804173914356#DAC-005-06 Scenario: Pinning without an owner is an unsatisfied requirement, not a partial one Given no automated action-bump configuration exists in the repository And a repository-root bump config","spec-0017/02_User-stories.md:37","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-005 - Goal: As a maintainer accountable for supply-chain risk I want every own-CI job to have a reachable least-privilege permission block, every checkout to refuse to persist the token, and every a"
"AC-0017-0012","1","spec-0017/03_Acceptance-Criteria.md:132","# AC-0017-0012: The setup preamble has one definition every job consumes","gherkin_textual","US-0017-0003","US-0017-0003","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:132 declares US-0017-0003 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0003 # Source: discussion-20260804173914356#DSC-004 Scenario: Setup exists once and is consumed, not restated Given the frozen-lockfile install literal appears six times across the own CI workflow today When the setup preamble is extracted in","spec-0017/02_User-stories.md:57","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a contributor editing CI I want the setup preamble to exist exactly once in the repository and every own-CI job to consume that one definition, with the Node version read from a file "
"AC-0017-0013","1","spec-0017/03_Acceptance-Criteria.md:142","# AC-0017-0013: No workflow-level Node literal; the definition never enters the shipped tree","gherkin_textual","US-0017-0003","US-0017-0003","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:142 declares US-0017-0003 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0003 # Source: discussion-20260804173914356#DSC-004 Scenario: The version is file-derived here, and the mechanism does not leak into the shipped surface Given the Node version is duplicated as a workflow-level literal today When the shared se","spec-0017/02_User-stories.md:57","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a contributor editing CI I want the setup preamble to exist exactly once in the repository and every own-CI job to consume that one definition, with the Node version read from a file "
"AC-0017-0014","1","spec-0017/03_Acceptance-Criteria.md:152","# AC-0017-0014: The build is produced once and downloaded by the legs that need it","gherkin_textual","US-0017-0004","US-0017-0004","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:152 declares US-0017-0004 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0004 # Source: discussion-20260804173914356#DSC-005 Scenario: Artifact reuse lands because the measurement supports it Given six bundler build executions occur per pull request today, two of them fired by the pack-verification lifecycle And a","spec-0017/02_User-stories.md:75","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a maintainer paying for runner minutes I want the bundler build produced once and downloaded by the legs that need it, and the report upload to stop paying storage for cancelled runs "
"AC-0017-0015","1","spec-0017/03_Acceptance-Criteria.md:163","# AC-0017-0015: A measured wall-clock regression keeps the rebuilds and records why","gherkin_textual","US-0017-0004","US-0017-0004","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:163 declares US-0017-0004 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0004 # Source: discussion-20260804173914356#DSC-005 Scenario: A measured ""no"" is a legitimate outcome rather than a failed attempt Given artifact reuse adds a serializing dependency to jobs that run in parallel today When the captured before-","spec-0017/02_User-stories.md:75","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a maintainer paying for runner minutes I want the bundler build produced once and downloaded by the legs that need it, and the report upload to stop paying storage for cancelled runs "
"AC-0017-0016","1","spec-0017/03_Acceptance-Criteria.md:173","# AC-0017-0016: The required-context job keeps its name, its unconditionality and its verification set","gherkin_textual","US-0017-0004","US-0017-0004","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:173 declares US-0017-0004 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0004 # Source: discussion-20260804173914356#DSC-027 Scenario: The producer and verifier split must not hollow out the only required status check Given the job named build is the repository's only required status check When that job is split, ","spec-0017/02_User-stories.md:75","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a maintainer paying for runner minutes I want the bundler build produced once and downloaded by the legs that need it, and the report upload to stop paying storage for cancelled runs "
"AC-0017-0017","1","spec-0017/03_Acceptance-Criteria.md:185","# AC-0017-0017: The report upload skips on cancellation and ages out sooner","gherkin_textual","US-0017-0004","US-0017-0004","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:185 declares US-0017-0004 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0004 # Source: discussion-20260804173914356#DSC-020 Scenario: Cancelled runs stop paying storage Given the report upload runs unconditionally with fourteen-day retention today When the upload step is hardened Then it is skipped when the run i","spec-0017/02_User-stories.md:75","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a maintainer paying for runner minutes I want the bundler build produced once and downloaded by the legs that need it, and the report upload to stop paying storage for cancelled runs "
"AC-0017-0018","1","spec-0017/03_Acceptance-Criteria.md:195","# AC-0017-0018: Layer separation adds jobs without adding a workflow file or a check name","gherkin_textual","US-0017-0005","US-0017-0005","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:195 declares US-0017-0005 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0005 # Source: discussion-20260804173914356#DSC-019 Scenario: The layer split stays inside the existing file Given every check name is a repository setting that no agent can configure When the test layers are separated into their own jobs and","spec-0017/02_User-stories.md:95","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a maintainer reading a failed run I want the test layers separated into their own own-CI jobs and matrix legs by cost and duration, expressed as jobs **inside** the existing workflow "
"AC-0017-0019","1","spec-0017/03_Acceptance-Criteria.md:205","# AC-0017-0019: The hygiene lane exits 0 over a clean own-workflow tree","gherkin_textual","US-0017-0006","US-0017-0006","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:205 declares US-0017-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0006 # Source: discussion-20260804173914356#DAC-005-04 Scenario: One repository script asserts the whole hygiene rule set Given a repository script scans every file under the own workflows tree When it runs against the hardened tree Then it a","spec-0017/02_User-stories.md:113","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-005 - Goal: As a maintainer I want a repository script, invoked from the lint aggregate a pull request actually executes, that asserts the hygiene rule set over `.github/workflows/**` **and** over t"
"AC-0017-0020","1","spec-0017/03_Acceptance-Criteria.md:218","# AC-0017-0020: The hygiene lane names its rule set in its output","gherkin_textual","US-0017-0006","US-0017-0006","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:218 declares US-0017-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0006 # Source: discussion-20260804173914356#DAC-005-05 Scenario: A green result is legible as a list of checks, not as a blanket assurance Given the hygiene lane has just exited 0 When a reviewer reads its output Then the output enumerates ea","spec-0017/02_User-stories.md:113","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-005 - Goal: As a maintainer I want a repository script, invoked from the lint aggregate a pull request actually executes, that asserts the hygiene rule set over `.github/workflows/**` **and** over t"
"AC-0017-0021","1","spec-0017/03_Acceptance-Criteria.md:227","# AC-0017-0021: A planted violation exits 1 naming the file, the job and the rule","gherkin_textual","US-0017-0006","US-0017-0006","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:227 declares US-0017-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0006 # Source: discussion-20260804173914356#DSC-011 Scenario: Every rule is independently falsifiable Given a positive and a negative fixture exist for each hygiene rule When any single rule's violation is planted into a fixture workflow Then","spec-0017/02_User-stories.md:113","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-005 - Goal: As a maintainer I want a repository script, invoked from the lint aggregate a pull request actually executes, that asserts the hygiene rule set over `.github/workflows/**` **and** over t"
"AC-0017-0022","1","spec-0017/03_Acceptance-Criteria.md:237","# AC-0017-0022: The lane covers the shipped tree and lands with the shipped hardening","gherkin_textual","US-0017-0006","US-0017-0006","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:237 declares US-0017-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0006 # Source: discussion-20260804173914356#DSC-011 Scenario: Shipped templates are enforceable from inside QFAI's own CI Given the shipped workflows tree is scanned either by copying it into the workflows directory inside the CI checkout or ","spec-0017/02_User-stories.md:113","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-005 - Goal: As a maintainer I want a repository script, invoked from the lint aggregate a pull request actually executes, that asserts the hygiene rule set over `.github/workflows/**` **and** over t"
"AC-0017-0023","1","spec-0017/03_Acceptance-Criteria.md:247","# AC-0017-0023: The shipped third-party rule is an allow-list, not a count of zero","gherkin_textual","US-0017-0006","US-0017-0006","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:247 declares US-0017-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0006 # Source: discussion-20260804173914356#DAC-002-04 Scenario: The one sanctioned third-party action must not turn the lane red Given the shipped set legitimately keeps exactly one third-party action, the package-manager setup action When t","spec-0017/02_User-stories.md:113","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-005 - Goal: As a maintainer I want a repository script, invoked from the lint aggregate a pull request actually executes, that asserts the hygiene rule set over `.github/workflows/**` **and** over t"
"AC-0017-0024","1","spec-0017/03_Acceptance-Criteria.md:258","# AC-0017-0024: The lane runs from the aggregate a pull request executes","gherkin_textual","US-0017-0006","US-0017-0006","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:258 declares US-0017-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0006 # Source: discussion-20260804173914356#DSC-012 Scenario: Gate placement is effective rather than nominal Given the release gate aggregate is invoked only by the release workflow and never by own CI When the hygiene lane is registered The","spec-0017/02_User-stories.md:113","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-005 - Goal: As a maintainer I want a repository script, invoked from the lint aggregate a pull request actually executes, that asserts the hygiene rule set over `.github/workflows/**` **and** over t"
"AC-0017-0025","1","spec-0017/03_Acceptance-Criteria.md:268","# AC-0017-0025: The lane checks the expected-required-context declaration","gherkin_textual","US-0017-0006","US-0017-0006","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:268 declares US-0017-0006 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0006 # Source: discussion-20260804173914356#DSC-027 Scenario: The required-status-check obligation is enforced from a pull request, not from live settings Given a checked-in declaration names the job expected to carry the required status cont","spec-0017/02_User-stories.md:113","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-005 - Goal: As a maintainer I want a repository script, invoked from the lint aggregate a pull request actually executes, that asserts the hygiene rule set over `.github/workflows/**` **and** over t"
"AC-0017-0026","1","spec-0017/03_Acceptance-Criteria.md:280","# AC-0017-0026: Every vitest project declares the full knob set with the decided starting value","gherkin_textual","US-0017-0007","US-0017-0007","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:280 declares US-0017-0007 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0007 # Source: discussion-20260804173914356#DAC-006-01 Scenario: Parallelism becomes explicit per project Given every project in the runner workspace declares only a name, an include pattern and a shared timeout today When the workspace is up","spec-0017/02_User-stories.md:135","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-006 - Goal: As a maintainer tuning a 415-file suite I want each vitest project to carry explicit pool, worker, concurrency, file-parallelism and hook-timeout settings, and I want every slice surface"
"AC-0017-0027","1","spec-0017/03_Acceptance-Criteria.md:291","# AC-0017-0027: Every slice surface holds the same nine names","gherkin_textual","US-0017-0007","US-0017-0007","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:291 declares US-0017-0007 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0007 # Source: discussion-20260804173914356#DAC-006-05 Scenario: One slice name resolves on every surface that declares the slice set Given the runner workspace declares one project per slice And the package manifest declares a per-slice scri","spec-0017/02_User-stories.md:135","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-006 - Goal: As a maintainer tuning a 415-file suite I want each vitest project to carry explicit pool, worker, concurrency, file-parallelism and hook-timeout settings, and I want every slice surface"
"AC-0017-0028","1","spec-0017/03_Acceptance-Criteria.md:303","# AC-0017-0028: A worker value is adopted only against a recorded measurement","gherkin_textual","US-0017-0007","US-0017-0007","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:303 declares US-0017-0007 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0007 # Source: discussion-20260804173914356#DAC-006-03 Scenario: The declared starting value is a hypothesis, and the measurement decides Given the source repository's numbers are justified as network-bound while this suite is filesystem- and","spec-0017/02_User-stories.md:135","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-006 - Goal: As a maintainer tuning a 415-file suite I want each vitest project to carry explicit pool, worker, concurrency, file-parallelism and hook-timeout settings, and I want every slice surface"
"AC-0017-0029","1","spec-0017/03_Acceptance-Criteria.md:314","# AC-0017-0029: No retry setting, and each tuning change lands alone behind three green verdicts","gherkin_textual","US-0017-0007","US-0017-0007","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:314 declares US-0017-0007 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0007 # Source: discussion-20260804173914356#DAC-006-04 Scenario: Newly created races surface instead of being masked Given more workers means more concurrent writers against temporary trees and the spawned command-line binary When the workspa","spec-0017/02_User-stories.md:135","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-006 - Goal: As a maintainer tuning a 415-file suite I want each vitest project to carry explicit pool, worker, concurrency, file-parallelism and hook-timeout settings, and I want every slice surface"
"AC-0017-0030","1","spec-0017/03_Acceptance-Criteria.md:325","# AC-0017-0030: Exactly one pull-request-triggered workflow, full profile from the build job","gherkin_textual","US-0017-0008","US-0017-0008","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:325 declares US-0017-0008 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0008 # Source: discussion-20260804173914356#DSC-025 Scenario: The duplicate validate workflow is retired and its coverage is folded, not dropped Given the repository's own copy of the shipped validate workflow is the thirteenth install and th","spec-0017/02_User-stories.md:157","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a maintainer I want the repository's own duplicate of the shipped validate workflow deleted and its full-profile run folded into the `build` job, which already has a locally built bin"
"AC-0017-0031","1","spec-0017/03_Acceptance-Criteria.md:337","# AC-0017-0031: Deleting the copy before the shipped-set gate exists is rejected","gherkin_textual","US-0017-0008","US-0017-0008","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:337 declares US-0017-0008 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0008 # Source: discussion-20260804173914356#DSC-012 Scenario: The only cross-check a reviewer can perform by eye is not removed before an automated one exists Given no drift gate covers the shipped workflows tree today And the repository's ow","spec-0017/02_User-stories.md:157","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a maintainer I want the repository's own duplicate of the shipped validate workflow deleted and its full-profile run folded into the `build` job, which already has a locally built bin"
"AC-0017-0032","1","spec-0017/03_Acceptance-Criteria.md:348","# AC-0017-0032: The mapping file exists, is cross-linked, and disclaims the loader","gherkin_textual","US-0017-0009","US-0017-0009","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:348 declares US-0017-0009 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0009 # Source: discussion-20260804173914356#DSC-016 Scenario: The layer-to-CI-lane mapping has a discoverable home the parser cannot see Given the layer-policy loader reads only the layer catalog and its legacy fallback When the mapping docum","spec-0017/02_User-stories.md:177","- Parent: CAP-0017 - Source: discussion-20260804173914356#DSC-016 - Goal: As a contributor deciding which CI lane a test belongs to I want the mapping from the layer taxonomy to CI lanes written down in a sibling catalog file, cross-linked from the layer catal"
"AC-0017-0033","1","spec-0017/03_Acceptance-Criteria.md:361","# AC-0017-0033: The layer vocabulary is unchanged after the mapping file lands","gherkin_textual","US-0017-0009","US-0017-0009","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:361 declares US-0017-0009 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0009 # Source: discussion-20260804173914356#DSC-016 Scenario: A normative document must not become vocabulary Given the layer-policy parser extracts every layer token and every layer heading from the files it reads When the mapping document h","spec-0017/02_User-stories.md:177","- Parent: CAP-0017 - Source: discussion-20260804173914356#DSC-016 - Goal: As a contributor deciding which CI lane a test belongs to I want the mapping from the layer taxonomy to CI lanes written down in a sibling catalog file, cross-linked from the layer catal"
"AC-0017-0034","1","spec-0017/03_Acceptance-Criteria.md:372","# AC-0017-0034: The mapping file has one copy, reached from the asset tree and from the root","gherkin_textual","US-0017-0009","US-0017-0009","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:372 declares US-0017-0009 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0009 # Source: discussion-20260804173914356#DTC-20 Scenario: The repository-root path resolves to the packaged asset, so there is no second copy to author Given the repository-root assistant catalog entry is a symbolic link to the packaged as","spec-0017/02_User-stories.md:177","- Parent: CAP-0017 - Source: discussion-20260804173914356#DSC-016 - Goal: As a contributor deciding which CI lane a test belongs to I want the mapping from the layer taxonomy to CI lanes written down in a sibling catalog file, cross-linked from the layer catal"
"AC-0017-0035","1","spec-0017/03_Acceptance-Criteria.md:383","# AC-0017-0035: Release uploads require every gate on the selected path to succeed","gherkin_textual","US-0017-0005","US-0017-0005","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:383 declares US-0017-0005 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0005 # Source: discussion-20260804173914356#DSC-019 Scenario: Splitting release checks preserves the publication barrier Given verify selects the sliced or whole suite shape for the tagged tree When the publication jobs evaluate their prerequ","spec-0017/02_User-stories.md:95","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a maintainer reading a failed run I want the test layers separated into their own own-CI jobs and matrix legs by cost and duration, expressed as jobs **inside** the existing workflow "
"AC-0017-0036","1","spec-0017/03_Acceptance-Criteria.md:396","# AC-0017-0036: Independent release checks use separate workspaces on capable tags","gherkin_textual","US-0017-0005","US-0017-0005","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:396 declares US-0017-0005 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0005 # Source: discussion-20260804173914356#DSC-019 Scenario: Release checks run independently without abandoning older tags Given verify reads the tagged manifests as data When all four operation scripts and all suite slice scripts are decla","spec-0017/02_User-stories.md:95","- Parent: CAP-0017 - Source: discussion-20260804173914356#DUS-001 - Goal: As a maintainer reading a failed run I want the test layers separated into their own own-CI jobs and matrix legs by cost and duration, expressed as jobs **inside** the existing workflow "
"AC-0017-0037","1","spec-0017/03_Acceptance-Criteria.md:410","# AC-0017-0037: The mirror links the renamed tree, and a retired name is drift","gherkin_textual","US-0017-0010","US-0017-0010","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:410 declares US-0017-0010 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0010 # Source: discussion-20260923063306456#NFR-0009 Scenario: The repository-root assistant tree follows the singular directory names Given the packaged assistant tree holds the rule, skill, agent and prompt directories When pnpm sync:ssot r","spec-0017/02_User-stories.md:204","- Parent: CAP-0017 - Source: discussion-20260923063306456#REQ-0017, discussion-20260923063306456#REQ-0018, discussion-20260923063306456#NFR-0009 - Goal: As a QFAI maintainer I want `pnpm sync:ssot` to link the repository-root assistant tree at the packaged ass"
"AC-0017-0038","1","spec-0017/03_Acceptance-Criteria.md:422","# AC-0017-0038: The shape table lists the new ID shapes in the guards' pull request","gherkin_textual","US-0017-0011","US-0017-0011","explicit_parent","Source spec-0017/03_Acceptance-Criteria.md:422 declares US-0017-0011 on Parent/US-Refs line.","review_for_migration","# Parent: US-0017-0011 # Source: discussion-20260923063306456#REQ-0024 Scenario: The rule a contributor reads matches the patterns the guards enforce Given a pull request that teaches the three distributed-surface guards the DEC, OQ, BF, US, AC, EX and BR shap","spec-0017/02_User-stories.md:219","- Parent: CAP-0017 - Source: discussion-20260923063306456#REQ-0024, discussion-20260923063306456#NFR-0004 - Goal: As a QFAI maintainer I want the shape table in `.agents/rules/distributed-surface.local.md` to list every internal ID shape the three distributed-"
"AC-0018-0001","1","spec-0018/03_Acceptance-Criteria.md:15","# AC-0018-0001: A step refuses a bad start before it writes","gherkin_textual","US-0018-0001","US-0018-0001","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:15 declares US-0018-0001 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0001 # Source: discussion-20260923063306456#DAC-006-01 Scenario: A step exits 2 and writes nothing when it cannot run Given a project on the spec-pack layout When a step script is run with an argument other than --dry-run, outside the project","spec-0018/02_User-stories.md:16","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter on the spec-pack layout I want every step script to refuse a bad start before it writes, show me what it will do, and finish when I run it again, so that I can preview, sto"
"AC-0018-0002","1","spec-0018/03_Acceptance-Criteria.md:24","# AC-0018-0002: Steps run in number order","gherkin_textual","US-0018-0001","US-0018-0001","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:24 declares US-0018-0001 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0001 # Source: discussion-20260923063306456#DAC-006-01 Scenario: A step whose input an earlier step produces refuses to run first Given a project on the spec-pack layout where step 1 has not run When step 5 is run Then it exits 2, names the e","spec-0018/02_User-stories.md:16","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter on the spec-pack layout I want every step script to refuse a bad start before it writes, show me what it will do, and finish when I run it again, so that I can preview, sto"
"AC-0018-0003","1","spec-0018/03_Acceptance-Criteria.md:32","# AC-0018-0003: A dry run writes nothing and shows the real run","gherkin_textual","US-0018-0001","US-0018-0001","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:32 declares US-0018-0001 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0001 # Source: discussion-20260923063306456#DAC-006-03 Scenario: A dry run lists the operations the real run then performs Given a project on the spec-pack layout When a step is run with --dry-run and then without it Then the dry run changes ","spec-0018/02_User-stories.md:16","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter on the spec-pack layout I want every step script to refuse a bad start before it writes, show me what it will do, and finish when I run it again, so that I can preview, sto"
"AC-0018-0004","1","spec-0018/03_Acceptance-Criteria.md:42","# AC-0018-0004: A second run changes nothing and an interrupted run completes","gherkin_textual","US-0018-0001","US-0018-0001","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:42 declares US-0018-0001 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0001 # Source: discussion-20260923063306456#DAC-006-03 Scenario: Running a step again is safe Given a project a step has already migrated When the step is run again Then no file changes And given a tree that step left half migrated, running i","spec-0018/02_User-stories.md:16","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter on the spec-pack layout I want every step script to refuse a bad start before it writes, show me what it will do, and finish when I run it again, so that I can preview, sto"
"AC-0018-0005","1","spec-0018/03_Acceptance-Criteria.md:51","# AC-0018-0005: A step writes only inside its write set","gherkin_textual","US-0018-0001","US-0018-0001","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:51 declares US-0018-0001 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0001 # Source: discussion-20260923063306456#DAC-006-01 Scenario: Nothing outside the step's write set changes Given a project on the spec-pack layout inside a temporary directory When every step runs in order Then every changed path is one th","spec-0018/02_User-stories.md:16","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter on the spec-pack layout I want every step script to refuse a bad start before it writes, show me what it will do, and finish when I run it again, so that I can preview, sto"
"AC-0018-0006","1","spec-0018/03_Acceptance-Criteria.md:60","# AC-0018-0006: The report and the exit code say whether a person is needed","gherkin_textual","US-0018-0001","US-0018-0001","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:60 declares US-0018-0001 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0001 # Source: discussion-20260923063306456#DAC-006-01 Scenario: A step reports on standard output and exits 3 only when a person must act Given a project on the spec-pack layout When a step completes Then it prints its report sections as Mar","spec-0018/02_User-stories.md:16","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter on the spec-pack layout I want every step script to refuse a bad start before it writes, show me what it will do, and finish when I run it again, so that I can preview, sto"
"AC-0018-0007","1","spec-0018/03_Acceptance-Criteria.md:70","# AC-0018-0007: A consumed source leaves the old layout and nothing is lost","gherkin_textual","US-0018-0001","US-0018-0001","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:70 declares US-0018-0001 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0001 # Source: discussion-20260923063306456#DAC-006-01 Scenario: A step removes or archives what it consumed Given a project on the spec-pack layout When a step has written a source file's content to its destinations Then the source file is g","spec-0018/02_User-stories.md:16","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter on the spec-pack layout I want every step script to refuse a bad start before it writes, show me what it will do, and finish when I run it again, so that I can preview, sto"
"AC-0018-0008","1","spec-0018/03_Acceptance-Criteria.md:80","# AC-0018-0008: Step 1 moves each directory to its singular name","gherkin_textual","US-0018-0002","US-0018-0002","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:80 declares US-0018-0002 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0002 # Source: discussion-20260923063306456#DAC-006-01 Scenario: The plural directories and the contracts directory move, and the config follows Given a project on the spec-pack layout whose qfai.config.yaml holds the default paths And an ass","spec-0018/02_User-stories.md:30","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 1 to rename every QFAI-owned directory to its singular name and update the configured paths, so that the rest of the migration and the new validators find the p"
"AC-0018-0009","1","spec-0018/03_Acceptance-Criteria.md:91","# AC-0018-0009: Step 1 renames skills.local","gherkin_textual","US-0018-0002","US-0018-0002","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:91 declares US-0018-0002 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0002 # Source: discussion-20260923063306456#DAC-006-01 Scenario: The project's own skill overlay keeps its content under the singular name Given a project with a .qfai/assistant/skills.local directory When step 1 runs Then its content is unde","spec-0018/02_User-stories.md:30","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 1 to rename every QFAI-owned directory to its singular name and update the configured paths, so that the rest of the migration and the new validators find the p"
"AC-0018-0010","1","spec-0018/03_Acceptance-Criteria.md:99","# AC-0018-0010: Step 2 turns every decision-side record into one decisions.md row","gherkin_textual","US-0018-0003","US-0018-0003","explicit_parent","Source spec-0018/03_Acceptance-Criteria.md:99 declares US-0018-0003 on Parent/US-Refs line.","review_for_migration","# Parent: US-0018-0003 # Source: discussion-20260923063306456#DAC-006-01 Scenario: Decision records, log entries, triage records and change requests become rows Given a project on the spec-pack layout with decision records, decision log entries, triage rows, c","spec-0018/02_User-stories.md:43","- Parent: CAP-0018 - Source: discussion-20260923063306456#DUS-006 - Goal: As an adopter I want step 2 to turn every decision record, decision log entry, triage record, change request and open question into a row of `decisions.md` or `open-questions.md`, so tha"
